node1,node2,jaccard_coef,adar_index,shortest_path,follows_back,page_rank_n1,page_rank_n2,katz_n1,katz_n2,hubs_n1,hubs_n2,authorities_n1,authorities_n2,num_followers_node1,num_followers_node2,num_followees_node1,num_followees_node2,inter_followers,inter_followees,cos_sim,link
895,6,0.0,0.0,3,0,0.00025813913330606194,0.0029015893297974407,0.02828598332351989,0.04077902434401743,0.00028432988171881303,0.0030434576884159157,0.00014110871215858813,0.0025698300801255576,2,53,2,55,0,0,0.024,0.0
221,218,0.1896551724137931,8.154342791755797,2,0,0.0016869129219048808,0.0013241100515509316,0.03578344271006603,0.03456069366172005,0.0014458002559041665,0.001337987790964818,0.002376469363697531,0.001810108506367617,27,21,19,28,6,6,0.916,0.0
95,280,0.12903225806451613,7.219434119335643,2,0,0.0010451944031491932,0.002713245006227704,0.03311679211865646,0.04328793479166972,0.001241648633174009,0.004212361747545859,0.0012320925029916001,0.004998064262801164,23,51,21,53,7,7,0.578,0.0
820,362,0.1322314049586777,8.458182794862093,2,0,0.0025215977056468387,0.0017924271331130543,0.04233800428354355,0.03704229341912401,0.0051624783308133896,0.0027767045895393592,0.004664377681804252,0.0029297310319876114,45,29,71,33,3,7,-0.114,0.0
676,243,0.0,0.0,-1,0,0.000336509927687219,0.0013874606495170617,0.028642361669151958,0.03502997574911441,0.0,0.0014563143259871511,0.000218547728417635,0.0020799280141904426,3,25,0,22,0,0,0.153,0.0
979,523,0.0,0.0,3,0,0.00024037166262092793,0.0007688623919433252,0.028029144019359284,0.029800060310495622,0.00022763550084107487,0.00025405154552133767,3.932394845748095e-06,0.0002969748008193063,1,6,5,9,0,0,0.155,0.0
853,331,0.0,0.0,-1,0,0.00019950526574374428,0.0008535955364519811,0.02788899829926249,0.030972806205681363,0.0,0.0007688735266265876,0.0,0.0004996345763030425,0,10,0,14,0,0,-0.161,0.0
392,566,0.0,0.0,3,0,0.0007675577701254967,0.0007068763506140898,0.03082111349337076,0.030318368655683096,0.0003814396881776675,0.00013552435217087405,0.0004920462466737814,0.0002440121061564814,11,10,5,7,0,0,-0.062,0.0
221,121,0.06282722513089005,7.115191667633542,2,1,0.0016869129219048808,0.00451408437731519,0.03578344271006603,0.05057468645585866,0.0014458002559041665,0.009537409914479905,0.002376469363697531,0.006294482127546545,27,79,19,123,8,5,0.173,0.0
297,997,0.0,0.0,-1,0,0.0007299138302111306,0.00019950526574374428,0.029807583762217666,0.02788899829926249,0.00019056990939592775,0.0,0.00028227276499096307,0.0,7,0,6,0,0,0,0.101,0.0
372,282,0.05454545454545454,3.3479894349442567,2,0,0.0008652041450108307,0.0024425325055449356,0.031812687297348055,0.041277380214960725,0.0013621621989897102,0.0059438069776109595,0.0014426997702706816,0.004166834982132716,15,47,13,76,5,3,0.72,0.0
33,32,0.3333333333333333,5.646443895997436,2,1,0.0007453907998302236,0.0011168687820031276,0.030929351569446092,0.0324775201556522,0.0007378771390888318,0.0007729598856934572,0.0007143723834085396,0.001006829119455447,11,16,11,14,4,5,0.984,0.0
509,287,0.12195121951219512,2.922692643022949,2,0,0.0017631893471630993,0.0007558444844984433,0.035044276319826276,0.03065282389003318,0.0015660391170628102,0.0008279811191363918,0.0020480217138126333,0.0008403584617518542,28,12,24,9,3,4,0.96,0.0
290,64,0.0661764705882353,5.222058767914741,2,1,0.0016758136839152844,0.00394770707509584,0.03777629346339032,0.046754175993258505,0.003142537955688765,0.004249245212776606,0.0032587919438798753,0.00439996955615154,31,77,37,67,8,5,0.129,0.0
102,537,0.0,0.0,3,0,0.0006646082263252255,0.0006201635565130421,0.030040665047715173,0.03016372901550126,0.0005343164144463753,0.0012299688108448317,0.0003448857710486582,0.0004350101484323426,9,9,12,25,0,0,-0.1,0.0
976,981,0.72,12.846777190097407,2,0,0.0004138592435898829,0.0005265162346578921,0.029211531249210207,0.029715215082908652,0.0007806710705316729,0.0008230418202235517,0.0003571209575651861,0.0004627500129992005,5,8,17,20,4,13,0.945,0.0
644,798,0.0,0.0,-1,0,0.0004147700342710005,0.001324312254205437,0.029180665310691047,0.028029144019359284,0.0004638785482405289,3.4752156340933544e-58,0.00032752857879128573,1.6334722741862104e-56,5,0,6,0,0,0,0.377,0.0
366,234,0.09375,4.732711203584933,2,0,0.0021851803101674,0.0010086817194791037,0.039819138595577376,0.03210706738811978,0.003925005587586951,0.0021052337542604624,0.0034686619599825605,0.0011007342684466333,41,19,49,27,1,6,0.246,0.0
74,482,0.06382978723404255,3.867117184424933,2,1,0.0024417913391338855,0.0011907269196512965,0.03841105564680989,0.032459035372043095,0.002669135081242752,0.0013475363524327632,0.0026596439124403964,0.0009929199957079181,40,15,48,27,2,4,0.607,0.0
115,914,0.10989010989010989,7.272003717184587,2,0,0.002672471433219333,0.0007585920616976655,0.042870848000849976,0.03044651289078771,0.005750401160664584,0.0005368989084601043,0.004813333700496855,0.0005755614768399028,58,12,59,8,6,3,0.762,0.0
316,32,0.0,0.0,3,0,0.0010384428793050698,0.0011168687820031276,0.03303488801743687,0.0324775201556522,0.0009699040508517476,0.0007729598856934572,0.0012303010735453047,0.001006829119455447,21,16,17,14,0,0,-0.318,0.0
245,72,0.0,0.0,3,0,0.0016275704391837313,0.0002763905373225287,0.03562879321644596,0.02824027796491253,0.0015917925497226772,0.00018583617518987404,0.0022663105891803452,6.84763900693895e-05,31,0,16,2,0,0,-0.08,0.0
17,283,0.1506849315068493,12.284546924775588,2,0,0.0020886850160249095,0.003451585227241185,0.037475567289796057,0.046873161423566324,0.004483753939806247,0.005542813147526665,0.0027826776271524887,0.005763415366142582,33,84,53,55,10,9,0.433,0.0
823,707,0.2222222222222222,4.080571499996274,2,1,0.0007989907283402443,0.0012519448092561706,0.030459411847972535,0.03199399291416334,0.00023897672910255644,0.00038192633876732733,0.00023607408161287422,0.00039148095998614395,10,17,10,17,3,4,0.92,0.0
387,394,0.19047619047619047,5.624283695392802,2,0,0.0009375804183686971,0.0010342784222017113,0.031049816820183852,0.032127008418518434,0.0009094759656230985,0.0004167966585021323,0.0003654631490035458,0.0007823326083808779,15,19,18,12,4,5,0.879,0.0
675,243,0.0,0.0,-1,0,0.0010214504596527093,0.0013874606495170617,0.03168690897115153,0.03502997574911441,0.0,0.0014563143259871511,0.0,0.0020799280141904426,0,25,0,22,0,0,-1.0,0.0
160,429,0.03508771929824561,6.746592440025482,2,1,0.006058234609117901,0.0011488575546179857,0.057905326386675705,0.0322362842544958,0.011219812058962837,0.0008035194895964515,0.006913510957207758,0.0007806349651625229,106,19,181,17,2,3,0.198,0.0
363,208,0.04878048780487805,1.1343390803445155,2,0,0.0012427812068337384,0.0016551576748789693,0.03498268772485821,0.035864523229128656,0.002670169016410105,0.00045379778421303433,0.002664626106350221,0.002255496825881523,26,34,29,4,8,0,0.607,0.0
248,239,0.0,0.0,3,0,0.0007894063282913748,0.00043809974547009045,0.030678555035984434,0.02928824023724126,0.0004459118506948255,0.0,0.0005334346963453135,0.000310297576269243,10,5,11,0,0,0,0.09,0.0
931,927,0.36363636363636365,3.532570359299501,2,0,0.0004984638384492962,0.00035051187985183794,0.02934021651418031,0.028566003221768835,0.00021630256753755206,0.00023134398205615288,0.00031601567306305625,0.00011875000527019701,5,3,4,6,3,2,0.934,0.0
165,183,0.1340782122905028,13.704212314794859,2,1,0.0025927637949264394,0.004168509347523282,0.040361106740430155,0.04932130084393235,0.0040476128293964716,0.007284149122117416,0.003710534871663235,0.00630294565607591,49,82,50,94,14,12,0.258,0.0
506,7,0.25333333333333335,12.836173259308985,2,0,0.0020232238388419475,0.0014861864099524429,0.035276200446311495,0.034092583981595495,0.002231746599223628,0.0015264374680380437,0.0017005409586778137,0.0010914938591910794,34,28,34,41,8,11,0.91,0.0
577,190,0.08,1.090004900957851,2,0,0.0003325075077743474,0.0008091445744363374,0.02896069178132898,0.03246310533007194,0.0008212753609917377,0.0012864504538210458,0.0004890653543622256,0.0017167586619247393,3,20,7,14,0,0,0.712,0.0
37,36,0.1875,4.048041101840969,2,0,0.0008575967624822406,0.0011669818660595206,0.03115427647268774,0.03303662103153836,0.0007913753940174112,0.0011450468911362107,0.0006414275261217095,0.0015658894278568205,12,19,18,12,1,4,0.938,0.0
21,212,0.24516129032258063,21.389213723758306,2,1,0.003682559123268854,0.0028324054719321224,0.0442586818859061,0.043746084364912154,0.006226210806048142,0.0063548667916040755,0.0047880846273049655,0.005091901749529139,61,52,75,66,9,21,0.462,0.0
115,437,0.15151515151515152,10.236737724099255,2,1,0.002672471433219333,0.0010688555816073526,0.042870848000849976,0.031947162801234746,0.005750401160664584,0.0008634157847948482,0.004813333700496855,0.0007901901616606728,58,18,59,19,6,8,0.777,0.0
556,192,0.0,0.0,3,0,0.00034996234828949267,0.0007633696750058406,0.028591982683281364,0.030352842470006774,0.00033090235970353605,0.0005739953666152421,0.0001152877117615952,0.0005205799680725531,4,12,5,10,0,0,-0.196,0.0
582,582,1.0,5.909174632474808,0,0,0.0005300731683445016,0.0005300731683445016,0.030044844706013703,0.030044844706013703,0.0006962100009409539,0.0006962100009409539,0.0007568206748769263,0.0007568206748769263,7,7,8,8,7,8,1.0,0.0
657,257,0.0,0.0,-1,0,0.00019950526574374428,0.0005489326590473313,0.02788899829926249,0.03016631380679398,0.0,0.0005272527212581072,0.0,0.00048423959418139817,0,9,0,7,0,0,0.205,0.0
917,205,0.07142857142857142,1.6104367840230158,2,1,0.0007155275930258055,0.0008820036819303604,0.030158260921251002,0.03126528388894473,0.0007148212700469779,0.00027794043257502844,0.00041834011202178113,0.0005438062022657824,6,14,15,9,3,2,0.972,0.0
86,649,0.017964071856287425,1.8052636048305173,2,0,0.005139278402435626,0.0004424573718807802,0.05060274375618712,0.028879360969234425,0.007241884113555197,0.00020641995771721446,0.0051170147524302,0.00011344299085555218,85,4,103,5,1,2,0.338,0.0
128,27,0.05309734513274336,3.3799347992646958,2,0,0.003631410584247682,0.001660506773877383,0.047102856643207916,0.034650870101835346,0.00521617448223648,0.0013461757361414581,0.005823725600323236,0.00148641933467511,72,30,57,19,4,2,0.219,0.0
527,333,0.06930693069306931,4.613743423179145,2,1,0.0006494567947185864,0.0029827153829319396,0.030419919808840803,0.04295035707851048,0.000588678930924138,0.005897612622938616,0.0006368636531167882,0.004590177747517696,8,61,10,67,4,3,0.78,0.0
615,108,0.06349206349206349,2.325715570662538,3,0,0.001143681606340329,0.0011527307526143467,0.03272228686916279,0.03186520698172436,0.002423217544537742,0.0010665040264056247,0.0012596919915895345,0.00098359890405639,16,15,27,17,0,3,0.138,0.0
599,596,0.0,0.0,-1,0,0.000302809968278795,0.00024037166262092793,0.02840133184904386,0.028029144019359284,0.00033747758262913627,0.00021659917879839185,9.914918696357432e-05,3.7417427911192402e-06,3,1,3,5,0,0,0.577,0.0
747,758,0.0,0.0,2,0,0.0007167807060908133,0.0033027028055919784,0.03104874165889356,0.029876023809857228,0.0017145525304329398,1.0520572691000367e-05,0.0011196921380094017,0.000494503524636482,13,8,19,1,0,0,-0.048,0.0
113,146,0.0136986301369863,0.6705281516444292,2,0,0.0023461802157390957,0.0006255286609621378,0.03922787984146951,0.02987514937097397,0.0029317371730446587,0.0007420272120454708,0.0030037180637763838,0.00035195888744604035,43,8,36,14,1,0,0.042,0.0
461,429,0.2777777777777778,7.539147666382083,2,1,0.0007435206683105137,0.0011488575546179857,0.030355838282264614,0.0322362842544958,0.0005290083293585918,0.0008035194895964515,0.0003324304495418784,0.0007806349651625229,11,19,16,17,7,6,0.984,0.0
376,985,0.0,0.0,-1,0,0.0011459294121752494,0.0010214504596527093,0.03246613479326908,0.03168690897115153,0.0011563834920278841,0.0,0.0010187603504652253,0.0,19,0,21,0,0,0,-1.0,0.0
200,777,0.0,0.0,2,1,0.0010827283700183897,0.0007818688981809014,0.03254511750590487,0.030388130662903252,0.0005657089048950717,0.0002921539649468031,0.0008339994992406114,0.0004554192500432154,19,13,11,7,2,0,0.181,0.0
499,828,0.0,0.0,3,0,0.0015899829091383722,0.0005421146924138653,0.0331148076489858,0.030052621417276354,0.0007037319743828638,0.0015392583148735209,0.0004859573474359151,0.0007222905019047828,20,9,22,10,0,0,-0.375,0.0
17,225,0.10588235294117647,5.544530666195892,2,1,0.0020886850160249095,0.0008011126223151944,0.037475567289796057,0.031342095144243715,0.004483753939806247,0.0006909020575543634,0.0027826776271524887,0.0009488076435988629,33,14,53,10,5,3,0.87,0.0
594,97,0.0,0.0,-1,0,0.0003089761020923596,0.0008016422217417929,0.028707554435673056,0.030669779939008972,0.0,0.0007425823210683027,0.00037743319257889195,0.0006012833138633783,0,11,0,13,0,0,0.364,0.0
686,15,0.0,0.0,3,0,0.0004610875470504359,0.0012379100219960316,0.02939138931193071,0.03289691446768428,0.00030782046791265344,0.0011993488860745356,0.0004603248922227405,0.001180184021334659,6,21,3,18,0,0,0.069,0.0
822,85,0.03333333333333333,0.47456115641248037,2,0,0.0007401626048176283,0.0012652063920496805,0.03029071312377392,0.033011453574032484,0.0004986081102884305,0.0008952109794509331,0.00043475910946419314,0.0010083703160923677,7,18,6,12,0,0,0.15,0.0
300,851,0.0,0.0,3,0,0.0011944923418009496,0.00043279130759023277,0.03351640399471893,0.029086185824064654,0.0031529150145344514,0.00031152973635216973,0.00168902965307478,0.00019878637204975125,20,7,45,12,0,0,-0.187,0.0
680,309,0.0,0.0,-1,0,0.00019950526574374428,0.0011532936299073157,0.02788899829926249,0.03232214416460508,0.0,0.0011773415831167814,0.0,0.0007415766678611236,0,17,0,23,0,0,0.324,0.0
347,262,0.2608695652173913,4.201838783204398,2,1,0.0009442718398815327,0.0008097315492595039,0.03150093387301468,0.030803953402273557,0.0003585703689064013,0.0006785300232204655,0.0007798132514543931,0.0006907070431798733,12,13,6,17,3,2,0.917,0.0
602,169,0.020202020202020204,1.0245739192490981,2,0,0.0009288356296340944,0.002498610993833903,0.030777446286405035,0.04226305118605872,0.0003878310576667463,0.005887533955070416,0.00045347290753006657,0.004658628549533581,10,54,8,65,1,2,-0.183,0.0
957,601,0.0,0.0,2,0,0.0005702723010249612,0.0009605767236260528,0.029223616813841367,0.032744242709611536,0.00016785735272438078,0.000752948447189264,0.00011959866424359558,0.0016194245579700466,6,18,6,8,0,0,-0.105,0.0
491,624,0.0,0.0,3,0,0.0003492774023141303,0.00043255773006590234,0.028782696430176998,0.029536011575167626,0.000521686746053565,0.0,0.0001881843997243179,0.000506147174894265,3,6,10,0,0,0,0.802,0.0
922,129,0.00819672131147541,0.7153382790366964,2,0,0.0007859271731032,0.0037622919052708232,0.030432446168683524,0.046642060167963115,0.0002567660159294865,0.005906798392381451,0.00037728697641847944,0.005385053186748735,9,69,12,78,1,0,0.03,0.0
329,91,0.18055555555555555,10.311270285158722,2,1,0.00224212316804693,0.0011664730418583448,0.040721791093906286,0.03170027081857891,0.004030237958529052,0.0012073689439394293,0.004366847970444154,0.0010557108184845953,48,13,38,19,6,9,0.748,0.0
53,215,0.06578947368421052,2.602333553616812,2,1,0.0009457938666923597,0.002301663606269273,0.032687909165940776,0.03904664996183239,0.001069966123359411,0.0030620474152489568,0.0014059909766190046,0.0030069511749573545,15,42,15,38,2,2,0.486,0.0
418,747,0.125,3.2230825688380476,2,1,0.0010057457173733297,0.0007167807060908133,0.0323770492234827,0.03104874165889356,0.0011225049286996435,0.0017145525304329398,0.0013763139106754017,0.0011196921380094017,18,13,11,19,3,3,0.85,0.0
322,468,0.0,0.0,3,0,0.0008768949908902772,0.0006919875983158156,0.030647969320436494,0.031047368085032917,0.0005076820195790973,0.0,0.00036890391943362197,0.000994112641221163,14,10,15,0,0,0,0.254,0.0
35,33,0.1891891891891892,5.950428607700829,2,1,0.0015959068758379308,0.0007453907998302236,0.035488865932551544,0.030929351569446092,0.0014225911269051157,0.0007378771390888318,0.0022886342310387223,0.0007143723834085396,27,11,19,11,5,3,0.938,0.0
52,91,0.0,0.0,3,0,0.0008132811495166111,0.0011664730418583448,0.03065530659370062,0.03170027081857891,0.0005765125461803363,0.0012073689439394293,0.00045018144129119837,0.0010557108184845953,11,13,15,19,0,0,-0.083,0.0
712,937,0.0,0.0,-1,0,0.00025397520214128763,0.00046679351683823433,0.028226591760045907,0.028931746691977154,0.0,0.00018801168960857502,6.898676248844596e-05,0.00018981924382346728,2,3,0,3,0,0,0.361,0.0
430,7,0.1917808219178082,9.152572786716268,2,1,0.001402088441231758,0.0014861864099524429,0.03417357080906371,0.034092583981595495,0.002141163888197895,0.0015264374680380437,0.0018534501740583855,0.0010914938591910794,22,28,20,41,4,7,0.846,0.0
129,93,0.17482517482517482,16.31693511639199,2,1,0.0037622919052708232,0.001545804833937961,0.046642060167963115,0.03531556936487472,0.005906798392381451,0.002667818475480415,0.005385053186748735,0.00188060967927394,69,27,78,34,8,9,0.717,0.0
86,304,0.028409090909090908,2.6188143906134047,2,1,0.005139278402435626,0.0009463444696146561,0.05060274375618712,0.032116464119274823,0.007241884113555197,0.0011044641548839987,0.0051170147524302,0.0012914240023297245,85,15,103,12,2,1,-0.236,0.0
837,155,0.0,0.0,-1,0,0.001324312254205437,0.0018152478476768494,0.028029144019359284,0.0357285254002266,3.4752156340933544e-58,0.0025224931862201294,1.6334722741862104e-56,0.002259923122810909,0,31,0,39,0,0,0.098,0.0
190,108,0.047619047619047616,1.1760928381019307,2,1,0.0008091445744363374,0.0011527307526143467,0.03246310533007194,0.03186520698172436,0.0012864504538210458,0.0010665040264056247,0.0017167586619247393,0.00098359890405639,20,15,14,17,4,2,0.508,0.0
420,83,0.15625,14.398835521593048,2,1,0.0031376813004431506,0.002181240125218076,0.0442920680762309,0.03975789176916547,0.005057090469843134,0.005682250625753615,0.004446968047614152,0.0038310165261926732,67,49,60,69,10,10,0.304,0.0
203,982,0.0,0.0,-1,0,0.0012087523519697483,0.0010214504596527093,0.034314662757177046,0.03168690897115153,0.0,0.0,0.0021225877939686395,0.0,20,0,0,0,0,0,-1.0,0.0
645,806,0.0,0.0,-1,0,0.0020176972990416627,0.0003455919479984565,0.02850004069769766,0.028603981401003436,9.062318921767123e-07,0.00022683812036283083,4.2596052323531924e-05,0.00014157082273364086,2,0,1,3,0,0,0.228,0.0
199,843,0.0,0.0,-1,0,0.0012361734547731468,0.00019950526574374428,0.03388479967859849,0.02788899829926249,0.001574523076373364,0.0,0.001427632042773435,0.0,19,0,28,0,0,0,0.654,0.0
321,156,0.05555555555555555,4.690398768448518,2,1,0.0012640933160353478,0.0007188407605326353,0.033349392559798165,0.03046266075319155,0.001186692517737319,0.0003190615338331808,0.0009895287405829243,0.0004520954335944093,22,8,32,12,3,2,0.692,0.0
624,529,0.0,0.0,-1,0,0.00043255773006590234,0.0013633447261450842,0.029536011575167626,0.03249715659465217,0.0,0.000574867758018437,0.000506147174894265,0.0007104562935118526,6,20,0,16,0,0,0.251,0.0
160,57,0.08,15.776082388247145,2,1,0.006058234609117901,0.0015450193991324156,0.057905326386675705,0.03560832866988164,0.011219812058962837,0.002453277464262272,0.006913510957207758,0.0018736453731200314,106,31,181,37,6,13,0.159,0.0
728,844,0.0,0.0,4,0,0.0007801731520220544,0.00023320015933219515,0.030524334191092455,0.028236566913884698,0.0002762933291044339,0.0,0.0005763008099135071,0.00010444899173036798,10,2,0,0,0,0,0.115,0.0
632,620,0.0,0.0,-1,0,0.00027838844627195593,0.001324312254205437,0.028029144019359284,0.028029144019359284,2.3658208896517542e-05,3.4752156340933544e-58,4.086946825012738e-07,1.6334722741862104e-56,1,1,3,1,0,0,0.481,0.0
780,701,0.0,0.0,-1,0,0.00019950526574374428,0.0010214504596527093,0.02788899829926249,0.03168690897115153,0.0,0.0,0.0,0.0,0,0,0,0,0,0,-1.0,0.0
108,409,0.0989010989010989,5.750153124526939,2,1,0.0011527307526143467,0.0010410437628755422,0.03186520698172436,0.03217073520512037,0.0010665040264056247,0.0029059693225471856,0.00098359890405639,0.000987093095914433,15,17,17,54,1,6,0.423,0.0
647,685,0.023255813953488372,1.1073093649624541,3,1,0.0004793975023631063,0.0010986371917219894,0.029460940416041158,0.03294292814434297,0.0002996980221857025,0.0018232645894227686,0.000594718176145024,0.001063027792541157,7,22,5,23,1,1,0.049,0.0
121,453,0.0374331550802139,3.8730354749768523,2,0,0.00451408437731519,0.0006203636726752289,0.05057468645585866,0.0316654019293104,0.009537409914479905,0.0014526741166474902,0.006294482127546545,0.0017689355715966436,79,15,123,15,3,6,0.727,0.0
275,629,0.0,0.0,2,0,0.000843975517996026,0.0002628997282023687,0.03145225193696239,0.02821029567154156,0.0006593938560110427,0.0,0.0007151247903798268,2.9047328062093172e-05,11,2,13,0,1,0,0.534,0.0
133,401,0.08247422680412371,4.735538163522256,2,0,0.0018085674344344496,0.0010746260862262412,0.038218660674580004,0.03298136709368646,0.0044712116839451515,0.0010912402842944019,0.0032438497740272217,0.0017060699553565323,40,16,52,25,3,3,0.423,0.0
296,114,0.02727272727272727,1.4895426114743662,2,0,0.0019521556042240466,0.0034882602197989624,0.038656787925935875,0.04717041943269342,0.0006765295813408218,0.006129357267072299,0.003276044490514041,0.006398821727370948,34,68,9,73,10,3,0.065,0.0
0,734,0.07407407407407407,1.3691625764075575,3,1,0.0012829087598075994,0.0005259939340052751,0.03266321521380952,0.029949894699419766,0.001193448580766529,3.412789210941253e-05,0.0009106885152818978,0.0005535289839212169,23,8,15,0,0,0,0.91,0.0
944,275,0.0,0.0,-1,0,0.00019950526574374428,0.000843975517996026,0.02788899829926249,0.03145225193696239,0.0,0.0006593938560110427,0.0,0.0007151247903798268,0,11,0,13,0,0,0.091,0.0
846,222,0.0,0.0,-1,0,0.001324312254205437,0.001678270302787429,0.028029144019359284,0.03670749923650205,3.4752156340933544e-58,0.0018180417392641016,1.6334722741862104e-56,0.0027310630472569403,1,33,1,27,0,0,0.079,0.0
765,525,0.10714285714285714,1.781495379859187,2,1,0.0008523659973491028,0.0013285087823399176,0.030692750716488828,0.032386848482337895,0.00031502740907433545,0.0003943673927081173,0.0005306162014826985,0.0004561241576853707,11,20,4,18,5,1,0.956,0.0
